@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureNumRules numeric
@attribute measureOutOfBagError numeric

@data

a-e,10,2,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,134,15,12,3,0,80,20,0,0.571429,0.2,0.447214,40.840841,90.842466,14.66815,3222,-3207.33185,0.977877,214.8,-213.822123,8.622041,0.574803,868.857501,0.888889,8,0.333333,2,0.666667,4,0.111111,1,0.8,0.888889,0.842105,0.57735,0.777778,0.777778,0.8,0.244444,0.755556,0.2,0.8,0.8,0.796172,0.57735,0.777778,0.733333,0.784689,0.8,0.003,0,0,0,0,0,6764,13842,2775,80,50,?,?,?
a-e,10,3,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,134,15,9,6,0,60,40,0,0.117647,0.4,0.632456,81.681682,128.470647,14.66815,6444,-6429.33185,0.977877,429.6,-428.622123,2.575932,0.171729,259.581012,0.777778,7,0.666667,4,0.333333,2,0.222222,2,0.636364,0.777778,0.7,0.123091,0.555556,0.628283,0.6,0.488889,0.511111,0.4,0.581818,0.6,0.58,0.123091,0.555556,0.550303,0.55,0.6,0.002,0,0.01,0,10,0,6764,13842,2775,60,50,?,?,?
a-e,10,4,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,134,15,8,7,0,53.333333,46.666667,0,0,0.466667,0.68313,94.071146,136.752253,14.980288,7518,-7503.019712,0.998686,501.2,-500.201314,0.839535,0.055969,84.802166,1,8,1,7,0,0,0,0,0.533333,1,0.695652,0,0.5,0.533333,0.533333,0.533333,0.466667,0.466667,0.284444,0.533333,0.371014,0,0.5,0.502222,0.347826,0.533333,0.003,0,0,0,0,0,6764,13842,2775,53.333333,50,?,?,?
a-e,10,5,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,134,15,11,4,0,73.333333,26.666667,0,0.444444,0.266667,0.516398,53.754941,103.374986,14.980288,4296,-4281.019712,0.998686,286.4,-285.401314,6.899858,0.459991,696.960433,1,8,0.571429,4,0.428571,3,0,0,0.666667,1,0.8,0.534522,0.714286,0.666667,0.733333,0.304762,0.695238,0.266667,0.822222,0.733333,0.706667,0.534522,0.714286,0.68,0.7,0.733333,0.003,0,0,0,0,0,6764,13842,2775,73.333333,50,?,?,?
a-e,10,6,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,134,15,11,4,0,73.333333,26.666667,0,0.444444,0.266667,0.516398,53.754941,103.374986,14.980288,4296,-4281.019712,0.998686,286.4,-285.401314,6.899858,0.459991,696.960433,1,8,0.571429,4,0.428571,3,0,0,0.666667,1,0.8,0.534522,0.714286,0.666667,0.733333,0.304762,0.695238,0.266667,0.822222,0.733333,0.706667,0.534522,0.714286,0.68,0.7,0.733333,0.003,0,0.01,0,10,0,6764,13842,2775,73.333333,50,?,?,?
a-e,10,7,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,134,15,12,3,0,80,20,0,0.594595,0.2,0.447214,40.316206,89.525364,14.980288,3222,-3207.019712,0.998686,214.8,-213.801314,8.919966,0.594664,901.013189,0.875,7,0.285714,2,0.714286,5,0.125,1,0.777778,0.875,0.823529,0.600099,0.794643,0.747222,0.8,0.210714,0.789286,0.2,0.803704,0.8,0.79819,0.600099,0.794643,0.738519,0.79638,0.8,0.006,0,0,0,0,0,6764,13842,2775,80,50,?,?,?
a-e,10,8,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,134,15,12,3,0,80,20,0,0.587156,0.2,0.447214,40.316206,89.525364,14.980288,3222,-3207.019712,0.998686,214.8,-213.801314,8.919966,0.594664,901.013189,1,8,0.428571,3,0.571429,4,0,0,0.727273,1,0.842105,0.644658,0.785714,0.727273,0.8,0.228571,0.771429,0.2,0.854545,0.8,0.788517,0.644658,0.785714,0.747879,0.784689,0.8,0.004,0,0.01,0,10,0,6764,13842,2775,80,50,?,?,?
a-e,10,9,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,134,15,10,5,0,66.666667,33.333333,0,0.299065,0.333333,0.57735,67.193676,115.576748,14.980288,5370,-5355.019712,0.998686,358,-357.001314,4.87975,0.325317,492.907677,1,8,0.714286,5,0.285714,2,0,0,0.615385,1,0.761905,0.419314,0.642857,0.615385,0.666667,0.380952,0.619048,0.333333,0.794872,0.666667,0.613757,0.419314,0.642857,0.617094,0.603175,0.666667,0.004,0,0,0,0,0,6764,13842,2775,66.666667,50,?,?,?
a-e,10,10,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,135,14,9,5,0,64.285714,35.714286,0,0.186047,0.357143,0.597614,72.563559,120.692901,13.804605,5370,-5356.195395,0.986043,383.571429,-382.585385,3.717608,0.265543,375.010222,1,8,0.833333,5,0.166667,1,0,0,0.615385,1,0.761905,0.320256,0.583333,0.615385,0.642857,0.47619,0.52381,0.357143,0.78022,0.642857,0.557823,0.320256,0.583333,0.576138,0.52381,0.642857,0.004,0,0,0,0,0,6764,13935,2682,64.285714,50,?,?,?
b-c,1,1,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,124,14,13,1,0,92.857143,7.142857,0,0.851064,0.071429,0.267261,14.482759,53.943774,13.816383,1074,-1060.183617,0.986885,76.714286,-75.727401,11.803238,0.843088,1188.109178,1,8,0.166667,1,0.833333,5,0,0,0.888889,1,0.941176,0.860663,0.916667,0.888889,0.928571,0.095238,0.904762,0.071429,0.936508,0.928571,0.927426,0.860663,0.916667,0.895692,0.925134,0.928571,0.003,0,0,0,0,0,6764,12912,2682,92.857143,50,?,?,?
b-c,1,2,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,124,14,14,0,0,100,0,0,1,0,0,0,0,13.816383,0,13.816383,0.986885,0,0.986885,13.816383,0.986885,1390.751583,1,8,0,0,1,6,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.004,0,0.01,0,10,0,6764,12912,2682,100,50,?,?,?
b-c,1,3,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,124,14,11,3,0,78.571429,21.428571,0,0.588235,0.214286,0.46291,43.448276,93.433357,13.816383,3222,-3208.183617,0.986885,230.142857,-229.155973,7.776947,0.555496,782.824368,0.625,5,0,0,1,6,0.375,3,1,0.625,0.769231,0.645497,0.8125,0.839286,0.785714,0.160714,0.839286,0.214286,0.857143,0.785714,0.782418,0.645497,0.8125,0.765306,0.784615,0.785714,0.004,0.001,0,0,0,0,6764,12912,2682,78.571429,50,?,?,?
b-c,1,4,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,124,14,12,2,0,85.714286,14.285714,0,0.72,0.142857,0.377964,28.965517,76.288016,13.816383,2148,-2134.183617,0.986885,153.428571,-152.441687,9.790092,0.699292,985.466773,0.75,6,0,0,1,6,0.25,2,1,0.75,0.857143,0.75,0.875,0.892857,0.857143,0.107143,0.892857,0.142857,0.892857,0.857143,0.857143,0.75,0.875,0.831633,0.857143,0.857143,0.003,0.001,0.01,0,10,0,6764,12912,2682,85.714286,50,?,?,?
b-c,1,5,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,124,14,12,2,0,85.714286,14.285714,0,0.72,0.142857,0.377964,28.965517,76.288016,13.816383,2148,-2134.183617,0.986885,153.428571,-152.441687,9.790092,0.699292,985.466773,0.75,6,0,0,1,6,0.25,2,1,0.75,0.857143,0.75,0.875,0.892857,0.857143,0.107143,0.892857,0.142857,0.892857,0.857143,0.857143,0.75,0.875,0.831633,0.857143,0.857143,0.004,0,0,0,0,0,6764,12912,2682,85.714286,50,?,?,?
b-c,1,6,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,124,14,13,1,0,92.857143,7.142857,0,0.857143,0.071429,0.267261,14.482759,53.943774,13.816383,1074,-1060.183617,0.986885,76.714286,-75.727401,11.803238,0.843088,1188.109178,0.875,7,0,0,1,6,0.125,1,1,0.875,0.933333,0.866025,0.9375,0.946429,0.928571,0.053571,0.946429,0.071429,0.938776,0.928571,0.928938,0.866025,0.9375,0.908163,0.928205,0.928571,0.003,0,0.01,0,10,0,6764,12912,2682,92.857143,50,?,?,?
b-c,1,7,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,124,14,11,3,0,78.571429,21.428571,0,0.571429,0.214286,0.46291,42.857143,92.015754,14.125453,3222,-3207.874547,1.008961,230.142857,-229.133896,8.071688,0.576549,814.436748,0.571429,4,0,0,1,7,0.428571,3,1,0.571429,0.727273,0.632456,0.785714,0.785714,0.785714,0.214286,0.785714,0.214286,0.85,0.785714,0.775401,0.632456,0.785714,0.742857,0.775401,0.785714,0.004,0,0,0,0,0,6764,12912,2682,78.571429,50,?,?,?
b-c,1,8,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,124,14,14,0,0,100,0,0,1,0,0,0,0,14.125453,0,14.125453,1.008961,0,1.008961,14.125453,1.008961,1425.264309,1,7,0,0,1,7,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.003,0,0,0,0,0,6764,12912,2682,100,50,?,?,?
b-c,1,9,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,125,13,13,0,0,100,0,0,1,0,0,0,0,12.95058,0,12.95058,0.996198,0,0.996198,12.95058,0.996198,1304.938378,1,7,0,0,1,6,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.004,0,0,0,0,0,6764,13005,2589,100,50,?,?,?
b-c,1,10,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,125,13,11,2,0,84.615385,15.384615,0,0.697674,0.153846,0.392232,31.013431,78.653981,12.95058,2148,-2135.04942,0.996198,165.230769,-164.234571,8.920187,0.686168,898.824196,0.714286,5,0,0,1,6,0.285714,2,1,0.714286,0.833333,0.731925,0.857143,0.868132,0.846154,0.131868,0.868132,0.153846,0.884615,0.846154,0.844322,0.731925,0.857143,0.813609,0.845238,0.846154,0.002,0,0,0,0,0,6764,13005,2589,84.615385,50,?,?,?
b-c,2,1,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,124,14,11,3,0,78.571429,21.428571,0,0.571429,0.214286,0.46291,42.857143,92.015754,14.125453,3222,-3207.874547,1.008961,230.142857,-229.133896,8.071688,0.576549,814.436748,0.571429,4,0,0,1,7,0.428571,3,1,0.571429,0.727273,0.632456,0.785714,0.785714,0.785714,0.214286,0.785714,0.214286,0.85,0.785714,0.775401,0.632456,0.785714,0.742857,0.775401,0.785714,0.004,0,0.01,0,10,0,6764,12912,2682,78.571429,50,?,?,?
b-c,2,2,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,124,14,14,0,0,100,0,0,1,0,0,0,0,14.125453,0,14.125453,1.008961,0,1.008961,14.125453,1.008961,1425.264309,1,7,0,0,1,7,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.002,0,0,0,0,0,6764,12912,2682,100,50,?,?,?
b-c,2,3,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,124,14,13,1,0,92.857143,7.142857,0,0.857143,0.071429,0.267261,14.482759,53.943774,13.816383,1074,-1060.183617,0.986885,76.714286,-75.727401,11.803238,0.843088,1188.109178,0.875,7,0,0,1,6,0.125,1,1,0.875,0.933333,0.866025,0.9375,0.946429,0.928571,0.053571,0.946429,0.071429,0.938776,0.928571,0.928938,0.866025,0.9375,0.908163,0.928205,0.928571,0.002,0,0,0,0,0,6764,12912,2682,92.857143,50,?,?,?
b-c,2,4,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,124,14,11,3,0,78.571429,21.428571,0,0.571429,0.214286,0.46291,43.448276,93.433357,13.816383,3222,-3208.183617,0.986885,230.142857,-229.155973,7.776947,0.555496,782.824368,0.75,6,0.166667,1,0.833333,5,0.25,2,0.857143,0.75,0.8,0.57735,0.791667,0.785714,0.785714,0.202381,0.797619,0.214286,0.795918,0.785714,0.786813,0.57735,0.791667,0.734694,0.784615,0.785714,0.003,0,0.01,0,10,0,6764,12912,2682,78.571429,50,?,?,?
b-c,2,5,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,124,14,13,1,0,92.857143,7.142857,0,0.857143,0.071429,0.267261,14.482759,53.943774,13.816383,1074,-1060.183617,0.986885,76.714286,-75.727401,11.803238,0.843088,1188.109178,0.875,7,0,0,1,6,0.125,1,1,0.875,0.933333,0.866025,0.9375,0.946429,0.928571,0.053571,0.946429,0.071429,0.938776,0.928571,0.928938,0.866025,0.9375,0.908163,0.928205,0.928571,0.002,0,0,0,0,0,6764,12912,2682,92.857143,50,?,?,?
b-c,2,6,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,124,14,14,0,0,100,0,0,1,0,0,0,0,13.816383,0,13.816383,0.986885,0,0.986885,13.816383,0.986885,1390.751583,1,8,0,0,1,6,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.002,0.001,0,0,0,0,6764,12912,2682,100,50,?,?,?
b-c,2,7,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,124,14,13,1,0,92.857143,7.142857,0,0.857143,0.071429,0.267261,14.482759,53.943774,13.816383,1074,-1060.183617,0.986885,76.714286,-75.727401,11.803238,0.843088,1188.109178,0.875,7,0,0,1,6,0.125,1,1,0.875,0.933333,0.866025,0.9375,0.946429,0.928571,0.053571,0.946429,0.071429,0.938776,0.928571,0.928938,0.866025,0.9375,0.908163,0.928205,0.928571,0.003,0,0.01,0,10,0,6764,12912,2682,92.857143,50,?,?,?
b-c,2,8,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,124,14,13,1,0,92.857143,7.142857,0,0.857143,0.071429,0.267261,14.482759,53.943774,13.816383,1074,-1060.183617,0.986885,76.714286,-75.727401,11.803238,0.843088,1188.109178,0.875,7,0,0,1,6,0.125,1,1,0.875,0.933333,0.866025,0.9375,0.946429,0.928571,0.053571,0.946429,0.071429,0.938776,0.928571,0.928938,0.866025,0.9375,0.908163,0.928205,0.928571,0.005,0,0,0,0,0,6764,12912,2682,92.857143,50,?,?,?
b-c,2,9,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,125,13,11,2,0,84.615385,15.384615,0,0.697674,0.153846,0.392232,31.013431,78.653981,12.95058,2148,-2135.04942,0.996198,165.230769,-164.234571,8.920187,0.686168,898.824196,0.714286,5,0,0,1,6,0.285714,2,1,0.714286,0.833333,0.731925,0.857143,0.868132,0.846154,0.131868,0.868132,0.153846,0.884615,0.846154,0.844322,0.731925,0.857143,0.813609,0.845238,0.846154,0.004,0,0,0,0,0,6764,13005,2589,84.615385,50,?,?,?
b-c,2,10,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,125,13,11,2,0,84.615385,15.384615,0,0.697674,0.153846,0.392232,31.013431,78.653981,12.95058,2148,-2135.04942,0.996198,165.230769,-164.234571,8.920187,0.686168,898.824196,0.714286,5,0,0,1,6,0.285714,2,1,0.714286,0.833333,0.731925,0.857143,0.868132,0.846154,0.131868,0.868132,0.153846,0.884615,0.846154,0.844322,0.731925,0.857143,0.813609,0.845238,0.846154,0.004,0,0.01,0,10,0,6764,13005,2589,84.615385,50,?,?,?
b-c,3,1,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,124,14,14,0,0,100,0,0,1,0,0,0,0,13.816383,0,13.816383,0.986885,0,0.986885,13.816383,0.986885,1390.751583,1,8,0,0,1,6,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.004,0,0,0,0,0,6764,12912,2682,100,50,?,?,?
b-c,3,2,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,124,14,13,1,0,92.857143,7.142857,0,0.857143,0.071429,0.267261,14.482759,53.943774,13.816383,1074,-1060.183617,0.986885,76.714286,-75.727401,11.803238,0.843088,1188.109178,0.875,7,0,0,1,6,0.125,1,1,0.875,0.933333,0.866025,0.9375,0.946429,0.928571,0.053571,0.946429,0.071429,0.938776,0.928571,0.928938,0.866025,0.9375,0.908163,0.928205,0.928571,0.003,0,0.01,0,10,0,6764,12912,2682,92.857143,50,?,?,?
b-c,3,3,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,124,14,12,2,0,85.714286,14.285714,0,0.708333,0.142857,0.377964,28.965517,76.288016,13.816383,2148,-2134.183617,0.986885,153.428571,-152.441687,9.790092,0.699292,985.466773,0.875,7,0.166667,1,0.833333,5,0.125,1,0.875,0.875,0.875,0.708333,0.854167,0.837054,0.857143,0.14881,0.85119,0.142857,0.857143,0.857143,0.857143,0.708333,0.854167,0.806548,0.854167,0.857143,0.004,0,0,0,0,0,6764,12912,2682,85.714286,50,?,?,?
b-c,3,4,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,124,14,13,1,0,92.857143,7.142857,0,0.857143,0.071429,0.267261,14.482759,53.943774,13.816383,1074,-1060.183617,0.986885,76.714286,-75.727401,11.803238,0.843088,1188.109178,0.875,7,0,0,1,6,0.125,1,1,0.875,0.933333,0.866025,0.9375,0.946429,0.928571,0.053571,0.946429,0.071429,0.938776,0.928571,0.928938,0.866025,0.9375,0.908163,0.928205,0.928571,0.004,0,0.01,0,10,0,6764,12912,2682,92.857143,50,?,?,?
b-c,3,5,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,124,14,13,1,0,92.857143,7.142857,0,0.857143,0.071429,0.267261,14.482759,53.943774,13.816383,1074,-1060.183617,0.986885,76.714286,-75.727401,11.803238,0.843088,1188.109178,0.875,7,0,0,1,6,0.125,1,1,0.875,0.933333,0.866025,0.9375,0.946429,0.928571,0.053571,0.946429,0.071429,0.938776,0.928571,0.928938,0.866025,0.9375,0.908163,0.928205,0.928571,0.004,0,0,0,0,0,6764,12912,2682,92.857143,50,?,?,?
b-c,3,6,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20180502.0007,124,14,12,2,0,85.714286,14.285714,0,0.72,0.142857,0.377964,28.965517,76.288016,13.816383,2148,-2134.183617,0.986885,153.428571,-152.441687,9.790092,0.699292,985.466773,0.75,6,0,0,1,6,0.25,2,1,0.75,0.857143,0.75,0.875,0.892857,0.857143,0.107143,0.892857,0.142857,0.892857,0.857143,0.857143,0.75,0.875,0.831633,0.857143,0.857143,0.004,0,0.01,0,10,0,6764,12912,2682,85.714286,50,?,?,?
