@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureNumRules numeric
@attribute measureOutOfBagError numeric

@data

c-e,1,7,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,13,0,0,100,0,0,1,0.00038,0.001301,0.075798,0.259072,13.078833,0.007147,13.071686,1.006064,0.00055,1.005514,13.071686,1.005514,1308.893408,1,7,0,0,1,6,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.006,0.001,0.01,0,10,0,7676,12075,2589,100,50,?,?,?
c-e,1,8,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,11,2,0,84.615385,15.384615,0,0.697674,0.11464,0.294985,22.852877,58.750686,13.078833,4.37734,8.701493,1.006064,0.336718,0.669346,9.980547,0.767734,999.371685,0.714286,5,0,0,1,6,0.285714,2,1,0.714286,0.833333,0.731925,1,1,0.846154,0.131868,0.868132,0.153846,0.884615,0.846154,0.844322,0.731925,1,1,0.845238,0.846154,0.008,0.002,0.01,0,10,0,7676,12075,2589,100,57.692308,?,?,?
c-e,1,9,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,116,12,12,0,0,100,0,0,1,0.027484,0.061624,5.496792,12.317686,12.009952,0.513141,11.496812,1.000829,0.042762,0.958068,11.496812,0.958068,1150.635101,1,6,0,0,1,6,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.005,0.001,0,0,0,0,7676,12168,2496,100,58.333333,?,?,?
c-e,1,10,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,116,12,12,0,0,100,0,0,1,0.018768,0.057369,3.75368,11.467219,12.009952,0.357819,11.652134,1.000829,0.029818,0.971011,11.652134,0.971011,1166.180188,1,6,0,0,1,6,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.006,0,0.01,0,10,0,7676,12168,2496,100,54.166667,?,?,?
c-e,2,1,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,13,0,0,100,0,0,1,0.01983,0.060967,3.973841,12.213546,12.969167,0.412623,12.556545,0.997628,0.03174,0.965888,12.556545,0.965888,1256.250312,1,6,0,0,1,7,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.005,0,0,0,0,0,7676,12075,2589,100,53.846154,?,?,?
c-e,2,2,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,12,1,0,92.307692,7.692308,0,0.847059,0.094323,0.283165,18.901976,56.726319,12.969167,22.911166,-9.941999,0.997628,1.762397,-0.764769,10.606372,0.815875,1061.140472,1,6,0.142857,1,0.857143,6,0,0,0.857143,1,0.923077,0.857143,0.857143,0.734524,0.923077,0.065934,0.934066,0.076923,0.934066,0.923077,0.923077,0.857143,0.857143,0.84197,0.923077,0.923077,0.006,0,0,0,0,0,7676,12075,2589,92.307692,53.846154,?,?,?
c-e,2,3,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,10,3,0,76.923077,23.076923,0,0.541176,0.200542,0.41756,40.187759,83.649612,12.969167,324.158361,-311.189194,0.997628,24.935259,-23.93763,7.790687,0.599284,779.438431,0.833333,5,0.285714,2,0.714286,5,0.166667,1,0.714286,0.833333,0.769231,0.547619,0.714286,0.594048,0.769231,0.221612,0.778388,0.230769,0.778388,0.769231,0.769231,0.547619,0.714286,0.738673,0.769231,0.769231,0.006,0,0.01,0,10,0,7676,12075,2589,84.615385,53.846154,?,?,?
c-e,2,4,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,13,0,0,100,0,0,1,0.010276,0.026774,2.059236,5.363558,12.969167,0.199879,12.769288,0.997628,0.015375,0.982253,12.769288,0.982253,1277.534709,1,6,0,0,1,7,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.004,0,0,0,0,0,7676,12075,2589,100,53.846154,?,?,?
c-e,2,5,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,13,0,0,100,0,0,1,0.00125,0.002712,0.250406,0.543363,12.969167,0.023505,12.945662,0.997628,0.001808,0.99582,12.945662,0.99582,1295.18054,1,6,0,0,1,7,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.005,0,0.01,0,10,0,7676,12075,2589,100,50,?,?,?
c-e,2,6,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,12,1,0,92.307692,7.692308,0,0.843373,0.079983,0.266638,16.028245,53.415454,12.969167,4.715914,8.253253,0.997628,0.362763,0.634866,10.908081,0.839083,1091.325721,0.833333,5,0,0,1,7,0.166667,1,1,0.833333,0.909091,0.853913,1,1,0.923077,0.089744,0.910256,0.076923,0.932692,0.923077,0.922145,0.853913,1,1,0.921212,0.923077,0.006,0,0,0,0,0,7676,12075,2589,92.307692,53.846154,?,?,?
c-e,2,7,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,13,0,0,100,0,0,1,0.039311,0.122603,7.836473,24.418323,13.078833,0.939844,12.138989,1.006064,0.072296,0.933768,12.138989,0.933768,1215.500706,1,7,0,0,1,6,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.006,0,0,0,0,0,7676,12075,2589,100,53.846154,?,?,?
c-e,2,8,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,13,0,0,100,0,0,1,0.020718,0.063183,4.130117,12.583921,13.078833,0.43268,12.646153,1.006064,0.033283,0.972781,12.646153,0.972781,1266.283955,1,7,0,0,1,6,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.005,0,0.01,0,10,0,7676,12075,2589,100,53.846154,?,?,?
c-e,2,9,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,116,12,12,0,0,100,0,0,1,0.007192,0.017244,1.438317,3.446809,12.009952,0.127169,11.882783,1.000829,0.010597,0.990232,11.882783,0.990232,1189.26431,1,6,0,0,1,6,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.005,0,0,0,0,0,7676,12168,2496,100,54.166667,?,?,?
c-e,2,10,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,116,12,9,3,0,75,25,0,0.5,0.250961,0.498042,50.192248,99.551273,12.009952,76.725972,-64.716019,1.000829,6.393831,-5.393002,5.988032,0.499003,599.300093,0.666667,4,0.166667,1,0.833333,5,0.333333,2,0.8,0.666667,0.727273,0.507093,0.833333,0.835714,0.75,0.25,0.75,0.25,0.757143,0.75,0.748252,0.507093,0.833333,0.860714,0.748252,0.75,0.007,0,0.01,0,10,0,7676,12168,2496,75,50,?,?,?
c-e,3,1,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,12,1,0,92.307692,7.692308,0,0.847059,0.107893,0.292164,21.621258,58.52909,12.969167,31.780203,-18.811036,0.997628,2.444631,-1.447003,10.286789,0.791291,1029.167062,1,6,0.142857,1,0.857143,6,0,0,0.857143,1,0.923077,0.857143,0.857143,0.734524,0.923077,0.065934,0.934066,0.076923,0.934066,0.923077,0.923077,0.857143,0.857143,0.84197,0.923077,0.923077,0.007,0,0.01,0,10,0,7676,12075,2589,92.307692,57.692308,?,?,?
c-e,3,2,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,10,3,0,76.923077,23.076923,0,0.541176,0.208229,0.432077,41.728196,86.557847,12.969167,531.904058,-518.934891,0.997628,40.915697,-39.918069,7.46026,0.573866,746.38006,0.833333,5,0.285714,2,0.714286,5,0.166667,1,0.714286,0.833333,0.769231,0.547619,0.845238,0.716667,0.769231,0.221612,0.778388,0.230769,0.778388,0.769231,0.769231,0.547619,0.838828,0.822739,0.769231,0.769231,0.007,0,0.01,0,10,0,7676,12075,2589,84.615385,53.846154,?,?,?
c-e,3,3,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,13,0,0,100,0,0,1,0.001253,0.003551,0.251045,0.7114,12.969167,0.023615,12.945553,0.997628,0.001817,0.995812,12.945553,0.995812,1295.169567,1,6,0,0,1,7,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.005,0,0,0,0,0,7676,12075,2589,100,50,?,?,?
c-e,3,4,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,11,2,0,84.615385,15.384615,0,0.697674,0.153846,0.392232,30.83004,78.575712,12.969167,275.495785,-262.526618,0.997628,21.191983,-20.194355,8.967269,0.68979,897.152473,1,6,0.285714,2,0.714286,5,0,0,0.75,1,0.857143,0.731925,0.857143,0.75,0.846154,0.131868,0.868132,0.153846,0.884615,0.846154,0.844322,0.731925,0.882784,0.848291,0.845238,0.846154,0.006,0,0.01,0,10,0,7676,12075,2589,84.615385,50,?,?,?
c-e,3,5,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,12,1,0,92.307692,7.692308,0,0.847059,0.090535,0.279474,18.142869,55.986832,12.969167,120.536441,-107.567274,0.997628,9.272034,-8.274406,10.700988,0.823153,1070.606645,1,6,0.142857,1,0.857143,6,0,0,0.857143,1,0.923077,0.857143,0.857143,0.734524,0.923077,0.065934,0.934066,0.076923,0.934066,0.923077,0.923077,0.857143,0.857143,0.84197,0.923077,0.923077,0.005,0,0,0,0,0,7676,12075,2589,92.307692,53.846154,?,?,?
c-e,3,6,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,13,0,0,100,0,0,1,0.029593,0.08995,5.930397,18.019727,12.969167,0.652235,12.316932,0.997628,0.050172,0.947456,12.316932,0.947456,1232.277725,1,6,0,0,1,7,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.005,0,0,0,0,0,7676,12075,2589,100,53.846154,?,?,?
c-e,3,7,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,13,0,0,100,0,0,1,0.037897,0.116806,7.554647,23.26372,13.078833,0.890991,12.187842,1.006064,0.068538,0.937526,12.187842,0.937526,1220.39237,1,7,0,0,1,6,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.005,0,0.01,0,10,0,7676,12075,2589,100,53.846154,?,?,?
c-e,3,8,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,13,0,0,100,0,0,1,0.004239,0.008791,0.844953,1.750799,13.078833,0.080231,12.998602,1.006064,0.006172,0.999892,12.998602,0.999892,1301.575376,1,7,0,0,1,6,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.005,0,0,0,0,0,7676,12075,2589,100,50,?,?,?
c-e,3,9,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,116,12,12,0,0,100,0,0,1,0.041426,0.102399,8.28519,20.468036,12.009952,0.832438,11.177515,1.000829,0.06937,0.93146,11.177515,0.93146,1118.678913,1,6,0,0,1,6,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.005,0,0.01,0,10,0,7676,12168,2496,100,58.333333,?,?,?
c-e,3,10,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,116,12,12,0,0,100,0,0,1,0.043785,0.112063,8.757064,22.399733,12.009952,0.896465,11.113487,1.000829,0.074705,0.926124,11.113487,0.926124,1112.270842,1,6,0,0,1,6,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.006,0,0,0,0,0,7676,12168,2496,100,58.333333,?,?,?
c-e,4,1,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,13,0,0,100,0,0,1,0.001834,0.005234,0.365538,1.042467,13.078833,0.034651,13.044182,1.006064,0.002665,1.003399,13.044182,1.003399,1306.139389,1,7,0,0,1,6,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.006,0,0,0,0,0,7676,12075,2589,100,50,?,?,?
c-e,4,2,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,13,0,0,100,0,0,1,0.004289,0.008662,0.854992,1.725264,13.078833,0.081154,12.997679,1.006064,0.006243,0.999821,12.997679,0.999821,1301.482947,1,7,0,0,1,6,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.005,0,0.01,0,10,0,7676,12075,2589,100,50,?,?,?
c-e,4,3,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,10,3,0,76.923077,23.076923,0,0.541176,0.19014,0.380425,38.10314,76.210273,12.969167,7.902555,5.066612,0.997628,0.607889,0.389739,7.951824,0.611679,795.559764,0.833333,5,0.285714,2,0.714286,5,0.166667,1,0.714286,0.833333,0.769231,0.547619,0.928571,0.930556,0.769231,0.221612,0.778388,0.230769,0.778388,0.769231,0.769231,0.547619,0.928571,0.939866,0.769231,0.769231,0.008,0,0.01,0,10,0,7676,12075,2589,100,65.384615,?,?,?
c-e,4,4,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,11,2,0,84.615385,15.384615,0,0.697674,0.165291,0.393275,33.123597,78.784689,12.969167,1110.045112,-1097.075945,0.997628,85.388086,-84.390457,8.744535,0.672657,874.86842,1,6,0.285714,2,0.714286,5,0,0,0.75,1,0.857143,0.731925,0.714286,0.594048,0.846154,0.131868,0.868132,0.153846,0.884615,0.846154,0.844322,0.731925,0.714286,0.738673,0.845238,0.846154,0.008,0,0.01,0,10,0,7676,12075,2589,84.615385,57.692308,?,?,?
c-e,4,5,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,12,1,0,92.307692,7.692308,0,0.847059,0.076923,0.27735,15.415025,55.561419,12.969167,44.662141,-31.692974,0.997628,3.435549,-2.437921,10.968218,0.843709,1097.342256,1,6,0.142857,1,0.857143,6,0,0,0.857143,1,0.923077,0.857143,0.928571,0.915079,0.923077,0.065934,0.934066,0.076923,0.934066,0.923077,0.923077,0.857143,0.928571,0.937729,0.923077,0.923077,0.006,0,0,0,0,0,7676,12075,2589,92.307692,50,?,?,?
c-e,4,6,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,12,1,0,92.307692,7.692308,0,0.843373,0.085066,0.26903,17.046817,53.89458,12.969167,5.117097,7.85207,0.997628,0.393623,0.604005,10.81167,0.831667,1081.680029,0.833333,5,0,0,1,7,0.166667,1,1,0.833333,0.909091,0.853913,0.97619,0.97619,0.923077,0.089744,0.910256,0.076923,0.932692,0.923077,0.922145,0.853913,0.97619,0.979396,0.921212,0.923077,0.007,0,0,0,0,0,7676,12075,2589,92.307692,53.846154,?,?,?
c-e,4,7,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,13,0,0,100,0,0,1,0.013579,0.031873,2.721096,6.385083,12.969167,0.264827,12.70434,0.997628,0.020371,0.977257,12.70434,0.977257,1271.036841,1,6,0,0,1,7,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.006,0,0.01,0,10,0,7676,12075,2589,100,53.846154,?,?,?
c-e,4,8,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,12,1,0,92.307692,7.692308,0,0.847059,0.087044,0.279096,17.443285,55.911185,12.969167,23.049671,-10.080503,0.997628,1.773052,-0.775423,10.768569,0.828351,1077.36792,1,6,0.142857,1,0.857143,6,0,0,0.857143,1,0.923077,0.857143,0.857143,0.734524,0.923077,0.065934,0.934066,0.076923,0.934066,0.923077,0.923077,0.857143,0.857143,0.84197,0.923077,0.923077,0.007,0,0.01,0,10,0,7676,12075,2589,92.307692,53.846154,?,?,?
c-e,4,9,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,116,12,12,0,0,100,0,0,1,0.018789,0.062787,3.757807,12.55025,12.009952,0.365322,11.64463,1.000829,0.030444,0.970386,11.64463,0.970386,1165.429235,1,6,0,0,1,6,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.006,0,0,0,0,0,7676,12168,2496,100,54.166667,?,?,?
c-e,4,10,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,116,12,12,0,0,100,0,0,1,0.002279,0.005268,0.455759,1.052921,12.009952,0.039694,11.970258,1.000829,0.003308,0.997522,11.970258,0.997522,1198.019069,1,6,0,0,1,6,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.006,0,0,0,0,0,7676,12168,2496,100,50,?,?,?
c-e,5,1,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,12,1,0,92.307692,7.692308,0,0.847059,0.095919,0.281906,19.120996,56.14579,13.078833,7.762614,5.316219,1.006064,0.597124,0.40894,10.682044,0.821696,1069.613899,0.857143,6,0,0,1,6,0.142857,1,1,0.857143,0.923077,0.857143,1,1,0.923077,0.065934,0.934066,0.076923,0.934066,0.923077,0.923077,0.857143,1,1,0.923077,0.923077,0.006,0,0.01,0,10,0,7676,12075,2589,92.307692,53.846154,?,?,?
c-e,5,2,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,13,0,0,100,0,0,1,0.03603,0.08007,7.182333,15.947209,13.078833,0.746866,12.331967,1.006064,0.057451,0.948613,12.331967,0.948613,1234.823932,1,7,0,0,1,6,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.005,0,0.01,0,10,0,7676,12075,2589,100,61.538462,?,?,?
c-e,5,3,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,13,0,0,100,0,0,1,0.01249,0.027154,2.502995,5.439776,12.969167,0.241553,12.727614,0.997628,0.018581,0.979047,12.727614,0.979047,1273.365385,1,6,0,0,1,7,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.005,0,0,0,0,0,7676,12075,2589,100,53.846154,?,?,?
c-e,5,4,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,11,2,0,84.615385,15.384615,0,0.690476,0.097238,0.239609,19.486133,48.000732,12.969167,2.840685,10.128482,0.997628,0.218514,0.779114,10.386366,0.798951,1039.129486,0.833333,5,0.142857,1,0.857143,6,0.166667,1,0.833333,0.833333,0.833333,0.690476,0.97619,0.97619,0.846154,0.155678,0.844322,0.153846,0.846154,0.846154,0.846154,0.690476,0.97619,0.979396,0.845238,0.846154,0.007,0,0.01,0,10,0,7676,12075,2589,100,57.692308,?,?,?
c-e,5,5,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,13,0,0,100,0,0,1,0.01174,0.027721,2.352646,5.553266,12.969167,0.227766,12.741401,0.997628,0.01752,0.980108,12.741401,0.980108,1274.744714,1,6,0,0,1,7,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.006,0,0.01,0,10,0,7676,12075,2589,100,57.692308,?,?,?
c-e,5,6,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,12,1,0,92.307692,7.692308,0,0.847059,0.109425,0.289498,21.928215,57.994949,12.969167,22.123414,-9.154247,0.997628,1.701801,-0.704173,10.282955,0.790997,1028.783489,1,6,0.142857,1,0.857143,6,0,0,0.857143,1,0.923077,0.857143,0.880952,0.817857,0.923077,0.065934,0.934066,0.076923,0.934066,0.923077,0.923077,0.857143,0.880952,0.883883,0.923077,0.923077,0.008,0,0.01,0,10,0,7676,12075,2589,92.307692,57.692308,?,?,?
c-e,5,7,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,13,0,0,100,0,0,1,0.018471,0.062405,3.701538,12.501536,12.969167,0.38951,12.579657,0.997628,0.029962,0.967666,12.579657,0.967666,1258.562695,1,6,0,0,1,7,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.007,0,0,0,0,0,7676,12075,2589,100,53.846154,?,?,?
c-e,5,8,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,12,1,0,92.307692,7.692308,0,0.847059,0.076923,0.27735,15.41502,55.561419,12.969167,43.50691,-30.537743,0.997628,3.346685,-2.349057,10.968218,0.843709,1097.342308,1,6,0.142857,1,0.857143,6,0,0,0.857143,1,0.923077,0.857143,0.952381,0.948413,0.923077,0.065934,0.934066,0.076923,0.934066,0.923077,0.923077,0.857143,0.952381,0.959096,0.923077,0.923077,0.006,0,0.01,0,10,0,7676,12075,2589,92.307692,50,?,?,?
c-e,5,9,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,116,12,11,1,0,91.666667,8.333333,0,0.833333,0.086476,0.288748,17.295295,57.716399,12.009952,121.533719,-109.523767,1.000829,10.12781,-9.126981,9.953511,0.829459,996.177033,1,6,0.166667,1,0.833333,5,0,0,0.857143,1,0.923077,0.845154,0.833333,0.734524,0.916667,0.083333,0.916667,0.083333,0.928571,0.916667,0.916084,0.845154,0.833333,0.825595,0.916084,0.916667,0.007,0,0.01,0,10,0,7676,12168,2496,91.666667,50,?,?,?
c-e,5,10,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,116,12,12,0,0,100,0,0,1,0.004945,0.01706,0.988953,3.410034,12.009952,0.088229,11.921724,1.000829,0.007352,0.993477,11.921724,0.993477,1193.161584,1,6,0,0,1,6,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.007,0,0.01,0,10,0,7676,12168,2496,100,54.166667,?,?,?
c-e,6,1,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,13,0,0,100,0,0,1,0.011009,0.028737,2.206174,5.756797,12.969167,0.214754,12.754413,0.997628,0.01652,0.981109,12.754413,0.981109,1276.046564,1,6,0,0,1,7,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.007,0,0,0,0,0,7676,12075,2589,100,53.846154,?,?,?
c-e,6,2,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,13,0,0,100,0,0,1,0.009788,0.025751,1.961478,5.158613,12.969167,0.190174,12.778993,0.997628,0.014629,0.982999,12.778993,0.982999,1278.50574,1,6,0,0,1,7,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.006,0,0,0,0,0,7676,12075,2589,100,53.846154,?,?,?
c-e,6,3,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,13,0,0,100,0,0,1,0.000892,0.002392,0.17883,0.479159,12.969167,0.016791,12.952376,0.997628,0.001292,0.996337,12.952376,0.996337,1295.852281,1,6,0,0,1,7,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.006,0,0.01,0,10,0,7676,12075,2589,100,50,?,?,?
c-e,6,4,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,13,0,0,100,0,0,1,0.003411,0.011102,0.683486,2.224085,12.969167,0.065155,12.904012,0.997628,0.005012,0.992616,12.904012,0.992616,1291.013541,1,6,0,0,1,7,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.007,0,0.01,0,10,0,7676,12075,2589,100,50,?,?,?
c-e,6,5,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,12,1,0,92.307692,7.692308,0,0.843373,0.078865,0.269048,15.804115,53.898344,12.969167,5.097409,7.871758,0.997628,0.392108,0.60552,10.931077,0.840852,1093.626395,0.833333,5,0,0,1,7,0.166667,1,1,0.833333,0.909091,0.853913,1,1,0.923077,0.089744,0.910256,0.076923,0.932692,0.923077,0.922145,0.853913,1,1,0.921212,0.923077,0.007,0.001,0.01,0,10,0,7676,12075,2589,92.307692,50,?,?,?
c-e,6,6,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,10,3,0,76.923077,23.076923,0,0.53012,0.27475,0.496515,55.058523,99.466631,12.969167,226.804269,-213.835102,0.997628,17.446482,-16.448854,5.867107,0.451316,586.989084,0.666667,4,0.142857,1,0.857143,6,0.333333,2,0.8,0.666667,0.727273,0.536745,0.809524,0.696825,0.769231,0.245421,0.754579,0.230769,0.773077,0.769231,0.766434,0.536745,0.809524,0.80534,0.763636,0.769231,0.007,0,0,0.01,0,10,7676,12075,2589,76.923077,57.692308,?,?,?
c-e,6,7,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20180502.0003,115,13,13,0,0,100,0,0,1,0.025602,0.088392,5.103579,17.604638,13.078833,0.573948,12.504885,1.006064,0.04415,0.961914,12.504885,0.961914,1252.138561,1,7,0,0,1,6,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.006,0.001,0,0,0,0,7676,12075,2589,100,53.846154,?,?,?
